black,black,race/ethnicity
african,black,race/ethnicity
slave,black,race/ethnicity
negro,black,race/ethnicity
african-american,black,race/ethnicity
freedman,black,race/ethnicity
freedwoman,black,race/ethnicity
freeman,black,race/ethnicity
mulatto,black,race/ethnicity
nigger,black,race/ethnicity
creole,black,race/ethnicity
africanamerican,black,race/ethnicity
freedperson,black,race/ethnicity
ex-slave,black,race/ethnicity
fugitive,black,race/ethnicity
runaway,black,race/ethnicity
enslaved,black,race/ethnicity
blacks,black,race/ethnicity
africans,black,race/ethnicity
slaves,black,race/ethnicity
negroes,black,race/ethnicity
african-americans,black,race/ethnicity
freedmen,black,race/ethnicity
freedwomen,black,race/ethnicity
freemen,black,race/ethnicity
mulattoes,black,race/ethnicity
niggers,black,race/ethnicity
creoles,black,race/ethnicity
africanamericans,black,race/ethnicity
freedpeople,black,race/ethnicity
ex-slaves,black,race/ethnicity
fugitives,black,race/ethnicity
runaways,black,race/ethnicity
hispanic,hispanic/latinx,race/ethnicity
mexican,hispanic/latinx,race/ethnicity
latino,hispanic/latinx,race/ethnicity
latina,hispanic/latinx,race/ethnicity
mexicano,hispanic/latinx,race/ethnicity
mexican-american,hispanic/latinx,race/ethnicity
chicano,hispanic/latinx,race/ethnicity
panamanian,hispanic/latinx,race/ethnicity
bracero,hispanic/latinx,race/ethnicity
tejano,hispanic/latinx,race/ethnicity
rican,hispanic/latinx,race/ethnicity
hispanics,hispanic/latinx,race/ethnicity
mexicans,hispanic/latinx,race/ethnicity
latinos,hispanic/latinx,race/ethnicity
latinas,hispanic/latinx,race/ethnicity
mexicanos,hispanic/latinx,race/ethnicity
mexican-americans,hispanic/latinx,race/ethnicity
chicanos,hispanic/latinx,race/ethnicity
panamanians,hispanic/latinx,race/ethnicity
braceros,hispanic/latinx,race/ethnicity
tejanos,hispanic/latinx,race/ethnicity
ricans,hispanic/latinx,race/ethnicity
minority,other minority,race/ethnicity
marginalized,other minority,race/ethnicity
tribe,other minority,race/ethnicity
subculture,other minority,race/ethnicity
jew,other minority,race/ethnicity
immigrant,other minority,race/ethnicity
jewish,other minority,race/ethnicity
tribal,other minority,race/ethnicity
caribbean,other minority,race/ethnicity
palestinian,other minority,race/ethnicity
israeli,other minority,race/ethnicity
muslim,other minority,race/ethnicity
nonwhite,other minority,race/ethnicity
non-white,other minority,race/ethnicity
outsider,other minority,race/ethnicity
japanese-american,other minority,race/ethnicity
israelite,other minority,race/ethnicity
gypsy,other minority,race/ethnicity
asian-american,other minority,race/ethnicity
iranian,other minority,race/ethnicity
filipino,other minority,race/ethnicity
refugee,other minority,race/ethnicity
ethnicity,other minority,race/ethnicity
haitian,other minority,race/ethnicity
hebrew,other minority,race/ethnicity
barbadian,other minority,race/ethnicity
foreigner,other minority,race/ethnicity
vietnamese,other minority,race/ethnicity
asian,other minority,race/ethnicity
korean,other minority,race/ethnicity
iraqi,other minority,race/ethnicity
japanese,other minority,race/ethnicity
jamaican,other minority,race/ethnicity
native,other minority,race/ethnicity
indian,other minority,race/ethnicity
mohawk,other minority,race/ethnicity
chickasaw,other minority,race/ethnicity
lakota,other minority,race/ethnicity
savage,other minority,race/ethnicity
huron,other minority,race/ethnicity
cheyenne,other minority,race/ethnicity
mandan,other minority,race/ethnicity
algonquian,other minority,race/ethnicity
sauk,other minority,race/ethnicity
puebloan,other minority,race/ethnicity
powhatan,other minority,race/ethnicity
mohican,other minority,race/ethnicity
arapaho,other minority,race/ethnicity
hopi,other minority,race/ethnicity
apache,other minority,race/ethnicity
aztec,other minority,race/ethnicity
seminole,other minority,race/ethnicity
sioux,other minority,race/ethnicity
perce,other minority,race/ethnicity
choctaw,other minority,race/ethnicity
navajo,other minority,race/ethnicity
anasazi,other minority,race/ethnicity
iroquois,other minority,race/ethnicity
comanche,other minority,race/ethnicity
cherokee,other minority,race/ethnicity
dakota,other minority,race/ethnicity
pueblo,other minority,race/ethnicity
inca,other minority,race/ethnicity
shawnee,other minority,race/ethnicity
mexica,other minority,race/ethnicity
minorities,other minority,race/ethnicity
tribes,other minority,race/ethnicity
subcultures,other minority,race/ethnicity
jews,other minority,race/ethnicity
immigrants,other minority,race/ethnicity
caribbeans,other minority,race/ethnicity
palestinians,other minority,race/ethnicity
israelis,other minority,race/ethnicity
muslims,other minority,race/ethnicity
nonwhites,other minority,race/ethnicity
non-whites,other minority,race/ethnicity
outsiders,other minority,race/ethnicity
japanese-americans,other minority,race/ethnicity
israelites,other minority,race/ethnicity
gypsies,other minority,race/ethnicity
asian-americans,other minority,race/ethnicity
iranians,other minority,race/ethnicity
filipinos,other minority,race/ethnicity
refugees,other minority,race/ethnicity
ethnicities,other minority,race/ethnicity
haitians,other minority,race/ethnicity
hebrews,other minority,race/ethnicity
foreigners,other minority,race/ethnicity
asians,other minority,race/ethnicity
koreans,other minority,race/ethnicity
iraqis,other minority,race/ethnicity
jamaicans,other minority,race/ethnicity
natives,other minority,race/ethnicity
indians,other minority,race/ethnicity
mohawks,other minority,race/ethnicity
chickasaws,other minority,race/ethnicity
lakotas,other minority,race/ethnicity
savages,other minority,race/ethnicity
hurons,other minority,race/ethnicity
cheyennes,other minority,race/ethnicity
mandans,other minority,race/ethnicity
algonquians,other minority,race/ethnicity
sauk,other minority,race/ethnicity
puebloans,other minority,race/ethnicity
powhatans,other minority,race/ethnicity
mohicans,other minority,race/ethnicity
arapahos,other minority,race/ethnicity
hopi,other minority,race/ethnicity
apaches,other minority,race/ethnicity
aztecs,other minority,race/ethnicity
seminoles,other minority,race/ethnicity
sioux,other minority,race/ethnicity
perces,other minority,race/ethnicity
choctaws,other minority,race/ethnicity
navajos,other minority,race/ethnicity
anasazis,other minority,race/ethnicity
iroquois,other minority,race/ethnicity
comanches,other minority,race/ethnicity
cherokees,other minority,race/ethnicity
dakotas,other minority,race/ethnicity
pueblos,other minority,race/ethnicity
incas,other minority,race/ethnicity
shawnees,other minority,race/ethnicity
mexicas,other minority,race/ethnicity
colonist,white,race/ethnicity
white,white,race/ethnicity
european,white,race/ethnicity
latin,white,race/ethnicity
victorian,white,race/ethnicity
spanish,white,race/ethnicity
nazi,white,race/ethnicity
puritan,white,race/ethnicity
slaveholder,white,race/ethnicity
english,white,race/ethnicity
portuguese,white,race/ethnicity
german,white,race/ethnicity
british,white,race/ethnicity
ex-confederate,white,race/ethnicity
scot-irish,white,race/ethnicity
vice-president,white,race/ethnicity
conqueror,white,race/ethnicity
greek,white,race/ethnicity
anglo-american,white,race/ethnicity
minstrel,white,race/ethnicity
tory,white,race/ethnicity
yankee,white,race/ethnicity
secessionist,white,race/ethnicity
bolshevik,white,race/ethnicity
moravian,white,race/ethnicity
jesuit,white,race/ethnicity
swede,white,race/ethnicity
anglo,white,race/ethnicity
slav,white,race/ethnicity
englander,white,race/ethnicity
frenchman,white,race/ethnicity
spaniard,white,race/ethnicity
scandinavian,white,race/ethnicity
hungarian,white,race/ethnicity
anglo-saxon,white,race/ethnicity
roman,white,race/ethnicity
irishman,white,race/ethnicity
georgian,white,race/ethnicity
slaveowner,white,race/ethnicity
anglo-texan,white,race/ethnicity
amish,white,race/ethnicity
australian,white,race/ethnicity
czech,white,race/ethnicity
norman,white,race/ethnicity
austrian,white,race/ethnicity
englishman,white,race/ethnicity
klansman,white,race/ethnicity
briton,white,race/ethnicity
french,white,race/ethnicity
italian,white,race/ethnicity
colonists,white,race/ethnicity
whites,white,race/ethnicity
europeans,white,race/ethnicity
latins,white,race/ethnicity
victorians,white,race/ethnicity
nazis,white,race/ethnicity
puritans,white,race/ethnicity
slaveholders,white,race/ethnicity
germans,white,race/ethnicity
ex-confederates,white,race/ethnicity
vice-presidents,white,race/ethnicity
conquerors,white,race/ethnicity
greeks,white,race/ethnicity
anglo-americans,white,race/ethnicity
minstrels,white,race/ethnicity
tories,white,race/ethnicity
yankees,white,race/ethnicity
secessionists,white,race/ethnicity
bolsheviks,white,race/ethnicity
moravians,white,race/ethnicity
jesuits,white,race/ethnicity
swedes,white,race/ethnicity
anglos,white,race/ethnicity
slavs,white,race/ethnicity
englanders,white,race/ethnicity
frenchmen,white,race/ethnicity
spaniards,white,race/ethnicity
scandinavians,white,race/ethnicity
hungarians,white,race/ethnicity
anglo-saxons,white,race/ethnicity
romans,white,race/ethnicity
irishmen,white,race/ethnicity
georgians,white,race/ethnicity
slaveowners,white,race/ethnicity
anglo-texans,white,race/ethnicity
australians,white,race/ethnicity
czechs,white,race/ethnicity
normans,white,race/ethnicity
austrians,white,race/ethnicity
englishmen,white,race/ethnicity
klansmen,white,race/ethnicity
britons,white,race/ethnicity
italians,white,race/ethnicity
woman,women,gender
wife,women,gender
mother,women,gender
feminist,women,gender
lady,women,gender
female,women,gender
girl,women,gender
daughter,women,gender
aunt,women,gender
she,women,gender
her,women,gender
hers,women,gender
herself,women,gender
bride,women,gender
heroine,women,gender
laundress,women,gender
goddess,women,gender
housewife,women,gender
queen,women,gender
princess,women,gender
seamstress,women,gender
mistress,women,gender
midwife,women,gender
waitress,women,gender
widow,women,gender
niece,women,gender
nun,women,gender
witch,women,gender
sister,women,gender
grandmother,women,gender
cowgirl,women,gender
bridesmaid,women,gender
lesbian,women,gender
flapper,women,gender
women,women,gender
wives,women,gender
mothers,women,gender
feminists,women,gender
ladies,women,gender
females,women,gender
girls,women,gender
daughters,women,gender
aunts,women,gender
brides,women,gender
heroines,women,gender
laundresses,women,gender
goddesses,women,gender
housewives,women,gender
queens,women,gender
princesses,women,gender
seamstresses,women,gender
mistresses,women,gender
midwives,women,gender
waitresses,women,gender
widows,women,gender
nieces,women,gender
nuns,women,gender
witches,women,gender
sisters,women,gender
grandmothers,women,gender
cowgirls,women,gender
bridesmaids,women,gender
lesbians,women,gender
flappers,women,gender
man,men,gender
husband,men,gender
father,men,gender
male,men,gender
boy,men,gender
son,men,gender
uncle,men,gender
he,men,gender
his,men,gender
him,men,gender
brother,men,gender
himself,men,gender
minuteman,men,gender
guy,men,gender
grandfather,men,gender
forefather,men,gender
king,men,gender
congressman,men,gender
workman,men,gender
nobleman,men,gender
nephew,men,gender
horseman,men,gender
earl,men,gender
emperor,men,gender
patriarch,men,gender
cowboy,men,gender
groom,men,gender
grandson,men,gender
brethren,men,gender
businessman,men,gender
dairyman,men,gender
cattleman,men,gender
gunman,men,gender
rifleman,men,gender
tradesman,men,gender
seaman,men,gender
lord,men,gender
prince,men,gender
salesman,men,gender
guardsman,men,gender
frontiersman,men,gender
workingman,men,gender
fisherman,men,gender
foreman,men,gender
friar,men,gender
gentleman,men,gender
journeyman,men,gender
fireman,men,gender
militiaman,men,gender
countryman,men,gender
clergyman,men,gender
policeman,men,gender
spokesman,men,gender
serviceman,men,gender
duke,men,gender
mankind ,men,gender
statesman,men,gender
pope,men,gender
widower,men,gender
chairman,men,gender
men,men,gender
husbands,men,gender
fathers,men,gender
males,men,gender
boys,men,gender
sons,men,gender
uncles,men,gender
brothers,men,gender
minutemen,men,gender
guys,men,gender
grandfathers,men,gender
forefathers,men,gender
kings,men,gender
congressmen,men,gender
workmen,men,gender
noblemen,men,gender
nephews,men,gender
horsemen,men,gender
earls,men,gender
emperors,men,gender
patriarchs,men,gender
cowboys,men,gender
grooms,men,gender
grandsons,men,gender
businessmen,men,gender
dairymen,men,gender
cattlemen,men,gender
gunmen,men,gender
riflemen,men,gender
tradesmen,men,gender
seamen,men,gender
lords,men,gender
princes,men,gender
salesmen,men,gender
guardsmen,men,gender
frontiersmen,men,gender
workingmen,men,gender
fishermen,men,gender
foremen,men,gender
friars,men,gender
gentlemen,men,gender
journeymen,men,gender
firemen,men,gender
militiamen,men,gender
countrymen,men,gender
clergymen,men,gender
policemen,men,gender
spokesmen,men,gender
servicemen,men,gender
dukes,men,gender
statesmen,men,gender
popes,men,gender
widowers,men,gender
chairmen,men,gender
force,other,unmarked
leader,other,unmarked
child,other,unmarked
worker,other,unmarked
friend,other,unmarked
gay,other,unmarked
intellectual,other,unmarked
partner,other,unmarked
baby,other,unmarked
relative,other,unmarked
advocate,other,unmarked
opponent,other,unmarked
observer,other,unmarked
victim,other,unmarked
ruler,other,unmarked
innocent,other,unmarked
witness,other,unmarked
neighbor,other,unmarked
expert,other,unmarked
philosopher,other,unmarked
scientist,other,unmarked
engineer,other,unmarked
warrior,other,unmarked
actor,other,unmarked
traveler,other,unmarked
winner,other,unmarked
scholar,other,unmarked
fighter,other,unmarked
player,other,unmarked
tyrant,other,unmarked
ward,other,unmarked
suspect,other,unmarked
intellect,other,unmarked
juvenile,other,unmarked
literate,other,unmarked
bomber,other,unmarked
homosexual,other,unmarked
collector,other,unmarked
creator,other,unmarked
debtor,other,unmarked
killer,other,unmarked
proponent,other,unmarked
amateur,other,unmarked
realist,other,unmarked
activist,other,unmarked
student,other,unmarked
supporter,other,unmarked
northerner,other,unmarked
candidate,other,unmarked
southerner,other,unmarked
nonpartisan,other,unmarked
dissident,other,unmarked
stranger,other,unmarked
environmentalist,other,unmarked
pilot,other,unmarked
moderate,other,unmarked
pioneer,other,unmarked
conservative,other,unmarked
teacher,other,unmarked
planter,other,unmarked
catholic,other,unmarked
parent,other,unmarked
landowner,other,unmarked
politician,other,unmarked
member,other,unmarked
troop,other,unmarked
enemy,other,unmarked
persons,other,unmarked
republican,other,unmarked
democrat,other,unmarked
someone,other,unmarked
resident,other,unmarked
soldier,other,unmarked
laborer,other,unmarked
settler,other,unmarked
employer,other,unmarked
trader,other,unmarked
militant,other,unmarked
miner,other,unmarked
communist,other,unmarked
missionary,other,unmarked
commander,other,unmarked
protestant,other,unmarked
industrialist,other,unmarked
christian,other,unmarked
newcomer,other,unmarked
critic,other,unmarked
employee,other,unmarked
liberal,other,unmarked
rancher,other,unmarked
agriculturalist,other,unmarked
farmer,other,unmarked
inventor,other,unmarked
historian,other,unmarked
manufacturer,other,unmarked
legislator,other,unmarked
editor,other,unmarked
servant,other,unmarked
traitor,other,unmarked
writer,other,unmarked
preacher,other,unmarked
radical,other,unmarked
overseer,other,unmarked
banker,other,unmarked
texan,other,unmarked
lobbyist,other,unmarked
steelworker,other,unmarked
representative,other,unmarked
spouse,other,unmarked
signer,other,unmarked
congress,other,unmarked
forty-niner,other,unmarked
mormon,other,unmarked
mayor,other,unmarked
socialist,other,unmarked
tourist,other,unmarked
somebody,other,unmarked
strategist,other,unmarked
educator,other,unmarked
evangelist,other,unmarked
patron,other,unmarked
maid,other,unmarked
victor,other,unmarked
customer,other,unmarked
homeowner,other,unmarked
butcher,other,unmarked
onlooker,other,unmarked
inmate,other,unmarked
volunteer,other,unmarked
outlaw,other,unmarked
cleaner,other,unmarked
retiree,other,unmarked
aggressor,other,unmarked
segregationist,other,unmarked
pupil,other,unmarked
rider,other,unmarked
justice,other,unmarked
easterner,other,unmarked
broker,other,unmarked
celebrity,other,unmarked
veteran,other,unmarked
trooper,other,unmarked
dealer,other,unmarked
martyr,other,unmarked
congregationalist,other,unmarked
minister,other,unmarked
paratrooper,other,unmarked
agitator,other,unmarked
executive,other,unmarked
monster,other,unmarked
investor,other,unmarked
tailor,other,unmarked
raider,other,unmarked
chorus,other,unmarked
heir,other,unmarked
astronaut,other,unmarked
middleman,other,unmarked
thinker,other,unmarked
campaigner,other,unmarked
kid,other,unmarked
unitarian,other,unmarked
figure,other,unmarked
officer,other,unmarked
scout,other,unmarked
mob,other,unmarked
patrol,other,unmarked
priest,other,unmarked
correspondent,other,unmarked
interventionist,other,unmarked
athlete,other,unmarked
protestor,other,unmarked
hostage,other,unmarked
bureaucrat,other,unmarked
bishop,other,unmarked
individual,other,unmarked
purchaser,other,unmarked
superintendent,other,unmarked
reader,other,unmarked
townsperson,other,unmarked
lutheran,other,unmarked
traditionalist,other,unmarked
entertainer,other,unmarked
commentator,other,unmarked
saint,other,unmarked
shareholder,other,unmarked
convict,other,unmarked
participant,other,unmarked
client,other,unmarked
sinner,other,unmarked
schoolteacher,other,unmarked
firefighter,other,unmarked
conductor,other,unmarked
thief,other,unmarked
exoduster,other,unmarked
spokesperson,other,unmarked
draftee,other,unmarked
anyone,other,unmarked
talker,other,unmarked
suburbanite,other,unmarked
peer,other,unmarked
guardian,other,unmarked
petitioner,other,unmarked
federalist,other,unmarked
intruder,other,unmarked
negotiator,other,unmarked
essayist,other,unmarked
oppressor,other,unmarked
defender,other,unmarked
homemaker,other,unmarked
buyer,other,unmarked
prosecutor,other,unmarked
overlord,other,unmarked
intern,other,unmarked
parishioner,other,unmarked
shopper,other,unmarked
sponsor,other,unmarked
sociologist,other,unmarked
assistant,other,unmarked
stalwart,other,unmarked
companion,other,unmarked
coach,other,unmarked
adventurer,other,unmarked
vaquero,other,unmarked
orator,other,unmarked
passenger,other,unmarked
landholder,other,unmarked
prisoner,other,unmarked
liberator,other,unmarked
capitalist,other,unmarked
comrade,other,unmarked
accuser,other,unmarked
governor,other,unmarked
deist,other,unmarked
pauper,other,unmarked
monk,other,unmarked
lecturer,other,unmarked
chieftain,other,unmarked
dancer,other,unmarked
consumer,other,unmarked
darwinist,other,unmarked
admirer ,other,unmarked
migrant,other,unmarked
weaver,other,unmarked
landlord,other,unmarked
prophet,other,unmarked
millionaire,other,unmarked
modernist,other,unmarked
distiller,other,unmarked
revolutionary,other,unmarked
pirate,other,unmarked
visitor,other,unmarked
juror,other,unmarked
dockworker,other,unmarked
shoemaker,other,unmarked
detractor,other,unmarked
doctor,other,unmarked
economist,other,unmarked
loser,other,unmarked
proprietor,other,unmarked
orphan,other,unmarked
imitator,other,unmarked
baker,other,unmarked
speculator,other,unmarked
reaper,other,unmarked
folk,other,unmarked
nativist,other,unmarked
associate,other,unmarked
isolationist,other,unmarked
mariner,other,unmarked
envoy,other,unmarked
loyalist,other,unmarked
carpenter,other,unmarked
descendant,other,unmarked
faculty,other,unmarked
militarist,other,unmarked
warlord,other,unmarked
tradesperson,other,unmarked
drinker,other,unmarked
offender,other,unmarked
lender,other,unmarked
captor,other,unmarked
conspirator,other,unmarked
survivor,other,unmarked
seller,other,unmarked
interpreter,other,unmarked
subscriber,other,unmarked
emissary,other,unmarked
missourian,other,unmarked
crusader,other,unmarked
occupier,other,unmarked
sharecropper,other,unmarked
savior,other,unmarked
anti-mason,other,unmarked
apologist,other,unmarked
hunter,other,unmarked
toiler,other,unmarked
culprit,other,unmarked
tycoon,other,unmarked
troublemaker,other,unmarked
mechanic,other,unmarked
artisan,other,unmarked
painter,other,unmarked
tinker,other,unmarked
boxer,other,unmarked
recruiter,other,unmarked
postmaster,other,unmarked
superior,other,unmarked
picker,other,unmarked
infant,other,unmarked
hijacker,other,unmarked
borrower,other,unmarked
financier,other,unmarked
storekeeper,other,unmarked
theorist,other,unmarked
host,other,unmarked
kin,other,unmarked
courtier,other,unmarked
packer,other,unmarked
racist,other,unmarked
runner,other,unmarked
rebel,other,unmarked
bondholder,other,unmarked
keeper,other,unmarked
compromiser,other,unmarked
protester,other,unmarked
cartoonist,other,unmarked
technician,other,unmarked
photographer,other,unmarked
designer,other,unmarked
outcast,other,unmarked
accountant,other,unmarked
follower,other,unmarked
applicant,other,unmarked
senate,other,unmarked
whig,other,unmarked
mason,other,unmarked
claimant,other,unmarked
supervisor,other,unmarked
pacifist,other,unmarked
human,other,unmarked
examiner,other,unmarked
tsar,other,unmarked
kentuckian,other,unmarked
sailor,other,unmarked
texian,other,unmarked
smallholder,other,unmarked
nomad,other,unmarked
serf,other,unmarked
ruffian,other,unmarked
fool,other,unmarked
guard,other,unmarked
commissioner,other,unmarked
narrator,other,unmarked
porter,other,unmarked
columnist,other,unmarked
craftsman,other,unmarked
deputy,other,unmarked
tenant,other,unmarked
worshiper,other,unmarked
prostitute,other,unmarked
lover,other,unmarked
philanthropist,other,unmarked
incumbent,other,unmarked
janitor,other,unmarked
supremacist,other,unmarked
psychologist,other,unmarked
anthropologist,other,unmarked
theologian,other,unmarked
tutor,other,unmarked
redcoat,other,unmarked
expansionist,other,unmarked
bystander,other,unmarked
journalist,other,unmarked
fascist,other,unmarked
subordinate,other,unmarked
committee,other,unmarked
knight,other,unmarked
creditor,other,unmarked
detective,other,unmarked
latecomer,other,unmarked
stockbroker,other,unmarked
bitch,other,unmarked
neoconservative,other,unmarked
donor,other,unmarked
attendant,other,unmarked
humankind,other,unmarked
freemason,other,unmarked
champion,other,unmarked
herder,other,unmarked
inspector,other,unmarked
announcer,other,unmarked
gangster,other,unmarked
craftsperson,other,unmarked
cook,other,unmarked
builder,other,unmarked
mississippian,other,unmarked
investigator,other,unmarked
translators,other,unmarked
viceroy,other,unmarked
constructionist,other,unmarked
antifederalist,other,unmarked
judiciary,other,unmarked
chaplain,other,unmarked
commuter,other,unmarked
forerunner,other,unmarked
reservationist,other,unmarked
self,other,unmarked
academic,other,unmarked
performer,other,unmarked
plumber,other,unmarked
youngster,other,unmarked
analyst,other,unmarked
terrorist,other,unmarked
crony,other,unmarked
seeker,other,unmarked
marylander,other,unmarked
dignitary,other,unmarked
nonslaveholder,other,unmarked
wageworker,other,unmarked
insider,other,unmarked
teenager,other,unmarked
dissenter,other,unmarked
independent,other,unmarked
gambler,other,unmarked
conservationist,other,unmarked
motorist,other,unmarked
physicist,other,unmarked
ambassador,other,unmarked
manager,other,unmarked
naturalist,other,unmarked
rapper,other,unmarked
silversmith,other,unmarked
messenger,other,unmarked
individualist,other,unmarked
trapper,other,unmarked
striker,other,unmarked
drummer,other,unmarked
homesteader,other,unmarked
innovator,other,unmarked
developer,other,unmarked
jurist,other,unmarked
jockey,other,unmarked
navigator,other,unmarked
healer,other,unmarked
vagabond,other,unmarked
author,other,unmarked
presbyterian ,other,unmarked
bricklayer,other,unmarked
monopolist,other,unmarked
peasant,other,unmarked
perpetrator,other,unmarked
enthusiast,other,unmarked
lieutenant,other,unmarked
contestant,other,unmarked
classmate,other,unmarked
challenger,other,unmarked
free-soiler,other,unmarked
archaeologist,other,unmarked
seafarer,other,unmarked
shipbuilder,other,unmarked
pamphleteer,other,unmarked
pitcher,other,unmarked
rioter,other,unmarked
explorer,other,unmarked
transcendentalist,other,unmarked
violator,other,unmarked
hunter-gatherer,other,unmarked
novelist,other,unmarked
brute,other,unmarked
nurse,other,unmarked
musician,other,unmarked
composer,other,unmarked
playwright,other,unmarked
occupant,other,unmarked
subcommittee,other,unmarked
lawyer,other,unmarked
barbarian,other,unmarked
royalty,other,unmarked
emigrant,other,unmarked
publicist,other,unmarked
pennsylvanian,other,unmarked
character,other,unmarked
bostonian,other,unmarked
screenwriter,other,unmarked
biologist,other,unmarked
mediator,other,unmarked
visionary,other,unmarked
helper,other,unmarked
marshal,other,unmarked
adolescent,other,unmarked
compatriot,other,unmarked
twin,other,unmarked
boycotter,other,unmarked
doughboy,other,unmarked
arbiter,other,unmarked
businessperson,other,unmarked
islander,other,unmarked
ex-rebel,other,unmarked
salesclerk,other,unmarked
consultant,other,unmarked
egyptian,other,unmarked
voyager,other,unmarked
patroon,other,unmarked
instructor,other,unmarked
murderer,other,unmarked
planner,other,unmarked
council,other,unmarked
machinist,other,unmarked
breeder,other,unmarked
muckraker,other,unmarked
propagandist,other,unmarked
criminal,other,unmarked
sculptor,other,unmarked
comedian,other,unmarked
beggar,other,unmarked
researcher,other,unmarked
felon,other,unmarked
surveyor,other,unmarked
acquaintance,other,unmarked
fire-eater,other,unmarked
agent,other,unmarked
contemporary,other,unmarked
respondent,other,unmarked
breadwinner,other,unmarked
dixiecrat,other,unmarked
zealot,other,unmarked
coworker,other,unmarked
detainee,other,unmarked
gatherer,other,unmarked
underclass,other,unmarked
practitioner,other,unmarked
franciscan,other,unmarked
kansan,other,unmarked
villain,other,unmarked
marcher,other,unmarked
chemist,other,unmarked
registrar,other,unmarked
monarch,other,unmarked
biographer,other,unmarked
hacker,other,unmarked
silverite,other,unmarked
senator,other,unmarked
highlander,other,unmarked
policymaker,other,unmarked
free-stater,other,unmarked
patrolman,other,unmarked
reservist,other,unmarked
noble,other,unmarked
farmhand,other,unmarked
washingtonian,other,unmarked
typist,other,unmarked
baron,other,unmarked
shipowner,other,unmarked
boss,other,unmarked
contender,other,unmarked
gunner,other,unmarked
cutter,other,unmarked
gang,other,unmarked
robber,other,unmarked
president,other,unmarked
organizer,other,unmarked
reporter,other,unmarked
hippie,other,unmarked
churchgoer,other,unmarked
acadian,other,unmarked
spectator,other,unmarked
plaintiff,other,unmarked
mower,other,unmarked
idealist,other,unmarked
urbanite,other,unmarked
novice,other,unmarked
peacekeeper,other,unmarked
elder,other,unmarked
forebear,other,unmarked
garrison,other,unmarked
thug,other,unmarked
stenographer,other,unmarked
